c_CI_Cat,c_Closure_Code,q_No_of_Reassignments,q_No_of_Related_Incidents,q_No_of_Related_Interactions,t_Close_Time,t_Open_Time,t_ReopenFlag,t_TicketWIPDurationDays,y_Priority
11,9,7,0.0,2.0,2013-10-07 13:25:00,2013-09-04 15:42:00,1,32.90486111111111,3
1,4,2,0.0,1.0,2013-10-06 21:05:00,2013-09-04 16:10:00,0,32.204861111111114,3
1,7,12,0.0,5.0,2013-10-14 10:55:00,2013-09-04 12:47:00,1,39.92222222222223,3
1,6,19,0.0,1.0,2013-11-15 15:30:00,2013-09-04 14:44:00,0,72.03194444444446,4
1,7,0,0.0,2.0,2013-10-22 12:08:00,2013-09-04 15:06:00,1,47.87638888888889,3
1,6,21,0.0,2.0,2013-10-09 21:58:00,2013-09-04 15:49:00,0,35.25625,4
11,2,4,0.0,1.0,2013-10-16 17:28:00,2013-09-05 10:28:00,0,41.29166666666666,4
1,4,4,0.0,1.0,2014-02-12 14:01:00,2013-09-05 12:05:00,0,160.08055555555555,3
11,6,4,0.0,1.0,2014-01-29 15:03:00,2013-09-05 11:19:00,0,146.15555555555557,3
11,4,6,0.0,1.0,2013-11-12 14:45:00,2013-09-05 11:34:00,0,68.13263888888889,3
11,2,4,0.0,1.0,2013-10-01 07:47:00,2013-09-05 11:57:00,0,25.82638888888889,3
3,1,6,0.0,2.0,2013-10-09 12:55:00,2013-09-05 13:50:00,1,33.96180555555556,4
11,2,2,0.0,1.0,2013-11-04 08:00:00,2013-09-06 13:34:00,0,58.76805555555556,3
1,6,3,0.0,2.0,2013-10-28 11:14:00,2013-09-06 14:41:00,0,51.85625,3
1,4,2,0.0,1.0,2013-10-24 09:21:00,2013-09-06 16:58:00,0,47.682638888888896,3
1,4,18,0.0,1.0,2014-02-06 10:27:00,2013-09-06 15:54:00,0,152.77291666666667,4
1,6,10,0.0,2.0,2013-10-31 13:05:00,2013-09-09 09:00:00,1,52.17013888888889,3
1,4,7,0.0,1.0,2014-01-13 16:39:00,2013-09-09 10:27:00,0,126.25833333333334,4
1,2,0,0.0,1.0,2013-10-29 16:27:00,2013-09-09 09:45:00,0,50.27916666666667,2
1,6,12,2.0,1.0,2014-01-29 14:56:00,2013-09-09 12:56:00,0,142.08333333333334,2
1,4,8,0.0,1.0,2013-10-09 08:48:00,2013-09-09 12:54:00,0,29.829166666666666,3
1,6,1,0.0,1.0,2013-10-30 12:30:00,2013-09-09 13:28:00,0,50.959722222222226,3
3,1,2,0.0,1.0,2013-10-03 10:56:00,2013-09-09 12:44:00,0,23.925,4
1,4,9,0.0,1.0,2013-10-02 10:06:00,2013-09-09 15:52:00,0,22.759722222222226,3
5,1,4,0.0,3.0,2013-10-09 12:21:00,2013-09-10 09:02:00,1,29.138194444444448,3
1,4,8,0.0,1.0,2013-11-12 15:16:00,2013-09-10 09:29:00,0,63.240972222222226,3
1,8,42,0.0,1.0,2013-11-27 12:00:00,2013-09-10 10:03:00,0,78.08125,4
1,6,6,0.0,1.0,2013-10-29 09:24:00,2013-09-10 10:05:00,0,48.97152777777778,3
1,4,11,0.0,1.0,2013-11-12 15:18:00,2013-09-10 10:57:00,0,63.18125,3
1,4,2,0.0,1.0,2013-10-14 11:00:00,2013-09-10 11:14:00,0,33.990277777777784,3
1,7,0,0.0,1.0,2013-12-05 10:17:00,2013-09-10 13:09:00,0,85.88055555555556,3
1,4,2,0.0,1.0,2013-10-07 10:51:00,2013-09-10 13:47:00,0,26.877777777777773,3
11,6,6,0.0,3.0,2013-10-01 11:34:00,2013-09-10 11:07:00,1,21.01875,4
1,7,5,0.0,2.0,2013-10-09 14:07:00,2013-09-10 12:11:00,0,29.08055555555556,4
11,6,2,0.0,9.0,2013-10-08 09:55:00,2013-09-10 12:20:00,0,27.899305555555557,3
1,6,5,0.0,2.0,2013-11-20 08:55:00,2013-09-10 14:19:00,0,70.775,3
1,4,4,0.0,1.0,2013-11-07 14:34:00,2013-09-10 14:12:00,0,58.015277777777776,3
11,4,4,0.0,1.0,2013-11-12 14:44:00,2013-09-10 15:14:00,0,62.97916666666666,3
1,4,6,0.0,1.0,2013-11-12 14:45:00,2013-09-10 14:24:00,0,63.01458333333333,3
1,4,4,0.0,1.0,2013-10-31 14:58:00,2013-09-10 15:44:00,0,50.968055555555566,3
1,7,23,0.0,1.0,2013-10-21 07:13:00,2013-09-11 10:12:00,0,39.875694444444434,3
9,4,15,0.0,2.0,2013-10-15 13:04:00,2013-09-11 09:51:00,1,34.13402777777777,3
1,4,4,0.0,1.0,2013-10-03 09:37:00,2013-09-11 09:40:00,0,21.997916666666665,3
1,4,2,0.0,1.0,2013-11-12 14:46:00,2013-09-11 11:06:00,0,62.15277777777778,3
1,2,4,0.0,1.0,2013-10-07 11:12:00,2013-09-11 11:15:00,0,25.997916666666665,3
1,0,2,0.0,1.0,2013-10-22 10:42:00,2013-09-11 12:43:00,0,40.915972222222216,3
1,4,2,0.0,1.0,2014-01-02 16:15:00,2013-09-11 12:45:00,0,113.14583333333331,3
1,2,11,0.0,2.0,2013-10-17 09:25:00,2013-09-11 12:50:00,1,35.857638888888886,3
1,6,2,0.0,3.0,2013-10-14 15:50:00,2013-09-11 11:29:00,0,33.18125,2
1,4,2,0.0,1.0,2013-11-12 15:03:00,2013-09-11 11:52:00,0,62.13263888888889,3
1,4,2,0.0,1.0,2013-11-12 15:02:00,2013-09-11 13:18:00,0,62.07222222222222,3
1,4,3,0.0,3.0,2013-11-11 11:36:00,2013-09-11 14:38:00,1,60.87361111111111,4
1,4,6,0.0,1.0,2013-11-12 15:04:00,2013-09-11 13:14:00,0,62.07638888888889,3
1,4,2,0.0,1.0,2013-11-12 15:10:00,2013-09-11 15:41:00,0,61.97847222222222,2
1,2,0,0.0,1.0,2013-11-08 15:14:00,2013-09-11 14:16:00,0,58.040277777777774,2
3,0,3,0.0,2.0,2013-10-02 10:08:00,2013-09-12 09:16:00,1,20.036111111111108,4
1,6,2,0.0,1.0,2014-01-06 12:14:00,2013-09-11 13:59:00,0,116.92708333333331,3
1,0,2,0.0,1.0,2013-10-18 13:55:00,2013-09-11 16:11:00,0,36.905555555555566,2
1,6,2,0.0,1.0,2013-10-14 16:18:00,2013-09-12 10:40:00,0,32.23472222222223,2
1,6,8,0.0,2.0,2014-01-30 13:14:00,2013-09-12 11:43:00,1,140.06319444444443,3
1,2,1,0.0,1.0,2013-10-01 08:44:00,2013-09-12 11:06:00,0,18.901388888888892,3
1,6,1,0.0,1.0,2013-10-14 14:05:00,2013-09-12 11:29:00,0,32.10833333333333,4
3,4,0,0.0,1.0,2013-10-17 16:24:00,2013-09-12 10:59:00,0,35.225694444444436,3
11,8,7,0.0,2.0,2013-10-02 14:21:00,2013-09-12 11:34:00,1,20.115972222222226,3
11,0,2,0.0,1.0,2013-10-04 06:56:00,2013-09-12 12:07:00,0,21.784027777777773,3
1,7,4,0.0,1.0,2013-10-08 15:17:00,2013-09-12 13:35:00,0,26.07083333333333,3
11,0,6,0.0,1.0,2013-10-22 09:17:00,2013-09-12 14:17:00,0,39.79166666666666,3
11,4,8,0.0,2.0,2013-12-19 10:51:00,2013-09-12 12:50:00,1,97.91736111111109,3
1,4,2,0.0,1.0,2013-11-12 14:47:00,2013-09-12 12:52:00,0,61.079861111111114,3
1,6,4,0.0,1.0,2013-10-16 09:34:00,2013-09-12 13:16:00,0,33.84583333333333,3
1,7,3,0.0,1.0,2013-10-01 10:26:00,2013-09-12 16:37:00,0,18.742361111111116,3
3,1,4,0.0,1.0,2013-11-12 09:07:00,2013-09-13 08:36:00,0,60.02152777777778,4
1,4,2,0.0,1.0,2014-02-06 16:13:00,2013-09-12 17:00:00,0,146.96736111111107,2
1,4,4,0.0,1.0,2013-10-04 10:18:00,2013-09-13 08:35:00,0,21.071527777777774,4
11,2,3,0.0,2.0,2013-10-02 08:10:00,2013-09-13 09:17:00,1,18.953472222222217,3
1,6,0,0.0,1.0,2013-10-02 14:12:00,2013-09-13 09:35:00,0,19.192361111111108,3
1,4,3,0.0,1.0,2013-10-11 16:36:00,2013-09-13 15:38:00,0,28.04027777777777,4
1,6,0,0.0,2.0,2013-10-24 11:21:00,2013-09-16 09:02:00,0,38.09652777777778,4
1,2,6,0.0,2.0,2013-10-10 12:35:00,2013-09-16 11:33:00,1,24.043055555555554,3
1,9,3,0.0,2.0,2013-10-04 09:59:00,2013-09-16 12:22:00,1,17.900694444444444,3
3,1,7,0.0,1.0,2013-10-02 16:03:00,2013-09-16 11:42:00,0,16.18125,4
1,7,12,0.0,1.0,2013-11-12 16:01:00,2013-09-16 12:21:00,0,57.15277777777778,4
11,6,3,0.0,1.0,2013-10-02 12:10:00,2013-09-16 15:00:00,0,15.881944444444445,4
1,4,5,0.0,2.0,2013-10-03 18:12:00,2013-09-16 15:00:00,1,17.133333333333333,3
3,6,4,0.0,4.0,2013-11-05 08:36:00,2013-09-17 07:14:00,1,49.056944444444454,4
1,6,5,0.0,3.0,2013-10-15 16:37:00,2013-09-16 18:00:00,0,28.94236111111111,3
1,4,18,0.0,1.0,2013-10-01 15:57:00,2013-09-17 10:38:00,0,14.221527777777776,3
1,7,12,0.0,1.0,2013-10-28 07:09:00,2013-09-17 11:34:00,0,40.81597222222222,3
1,4,11,0.0,2.0,2013-10-08 14:14:00,2013-09-17 09:46:00,1,21.18611111111111,4
1,4,4,0.0,1.0,2013-10-04 08:25:00,2013-09-17 11:02:00,0,16.89097222222222,4
11,4,3,0.0,1.0,2013-10-01 11:13:00,2013-09-17 12:09:00,0,13.961111111111109,3
1,1,3,0.0,1.0,2013-10-04 14:36:00,2013-09-17 12:30:00,0,17.0875,4
1,4,16,0.0,1.0,2014-01-07 14:17:00,2013-09-17 12:46:00,0,112.06319444444445,3
3,4,2,0.0,1.0,2013-10-01 08:54:00,2013-09-17 13:15:00,0,13.81875,4
1,4,5,0.0,1.0,2013-10-04 08:36:00,2013-09-17 16:42:00,0,16.6625,3
1,4,5,0.0,1.0,2013-10-16 15:44:00,2013-09-17 16:46:00,0,28.956944444444453,4
1,4,1,0.0,2.0,2013-10-01 11:20:00,2013-09-18 09:49:00,1,13.063194444444445,3
1,4,1,0.0,1.0,2013-10-10 10:57:00,2013-09-17 15:32:00,0,22.809027777777782,2
1,1,3,0.0,1.0,2013-10-04 14:35:00,2013-09-17 15:40:00,0,16.95486111111111,4
1,6,2,0.0,1.0,2013-10-04 15:20:00,2013-09-17 16:07:00,0,16.96736111111111,4
1,4,0,0.0,1.0,2013-10-03 10:48:00,2013-09-17 16:32:00,0,15.761111111111115,2
1,6,6,0.0,4.0,2013-10-04 10:18:00,2013-09-18 08:50:00,1,16.06111111111111,4
1,6,0,0.0,2.0,2013-10-07 08:13:00,2013-09-18 12:03:00,1,18.840277777777782,3
1,4,2,0.0,1.0,2013-10-14 16:11:00,2013-09-18 12:23:00,0,26.15833333333333,3
11,7,5,0.0,2.0,2013-10-03 16:38:00,2013-09-18 10:12:00,1,15.268055555555556,4
3,1,4,0.0,1.0,2013-10-02 11:13:00,2013-09-18 09:14:00,0,14.082638888888885,4
1,6,7,0.0,2.0,2013-10-03 15:03:00,2013-09-18 15:47:00,1,14.969444444444445,4
1,0,2,0.0,1.0,2014-01-24 10:44:00,2013-09-18 13:06:00,0,127.90138888888887,2
1,4,13,0.0,5.0,2013-10-10 13:23:00,2013-09-18 16:10:00,0,21.88402777777777,2
1,6,1,0.0,1.0,2013-10-03 08:41:00,2013-09-18 16:28:00,1,14.675694444444444,3
11,3,0,0.0,1.0,2013-10-02 14:14:00,2013-09-18 14:07:00,0,14.004861111111113,4
1,6,6,0.0,2.0,2013-10-24 11:28:00,2013-09-18 14:11:00,0,35.886805555555554,4
1,4,3,0.0,1.0,2013-10-08 13:11:00,2013-09-18 14:42:00,0,19.936805555555555,3
1,7,0,0.0,1.0,2013-10-02 08:41:00,2013-09-18 15:29:00,0,13.716666666666667,4
1,4,33,0.0,3.0,2013-10-18 08:48:00,2013-09-18 14:57:00,0,29.74375,3
11,6,5,0.0,1.0,2013-10-24 13:08:00,2013-09-18 16:21:00,0,35.865972222222226,3
1,6,1,0.0,1.0,2013-12-10 17:49:00,2013-09-18 16:26:00,0,83.05763888888889,4
1,4,1,0.0,1.0,2013-10-09 14:23:00,2013-09-18 16:32:00,0,20.910416666666666,2
1,4,7,0.0,2.0,2013-11-01 13:37:00,2013-09-19 09:01:00,1,43.19166666666667,4
3,1,3,0.0,4.0,2013-10-29 14:46:00,2013-09-19 09:22:00,1,40.225,4
11,4,0,0.0,1.0,2013-12-20 11:22:00,2013-09-19 10:53:00,0,92.02013888888891,3
1,7,0,0.0,2.0,2013-10-07 13:53:00,2013-09-19 10:14:00,0,18.152083333333334,3
3,1,4,0.0,3.0,2013-10-18 08:51:00,2013-09-19 10:50:00,0,28.917361111111113,4
1,4,2,0.0,1.0,2013-12-27 11:09:00,2013-09-19 11:50:00,0,98.97152777777778,2
1,4,6,0.0,1.0,2013-10-04 13:42:00,2013-09-19 13:16:00,0,15.018055555555556,3
1,4,4,0.0,1.0,2013-10-07 11:13:00,2013-09-19 14:16:00,0,17.872916666666665,3
1,6,0,0.0,1.0,2013-12-20 15:34:00,2013-09-19 11:45:00,0,92.15902777777778,3
1,4,14,0.0,1.0,2013-10-08 13:26:00,2013-09-19 12:02:00,0,19.058333333333334,3
3,4,1,0.0,1.0,2013-10-02 11:39:00,2013-09-19 12:11:00,0,12.977777777777776,4
11,2,3,0.0,1.0,2013-10-18 08:42:00,2013-09-19 15:23:00,0,28.721527777777773,3
1,4,20,0.0,1.0,2013-10-14 13:30:00,2013-09-19 15:40:00,0,24.909722222222218,4
1,6,0,0.0,1.0,2013-10-01 09:43:00,2013-09-19 13:31:00,0,11.841666666666667,3
1,6,5,0.0,1.0,2013-11-05 10:06:00,2013-09-19 13:39:00,0,46.85208333333333,3
1,6,1,0.0,2.0,2013-10-14 11:40:00,2013-09-19 15:31:00,1,24.83958333333333,4
1,6,1,0.0,1.0,2013-11-04 15:49:00,2013-09-20 10:07:00,0,45.2375,3
1,6,1,0.0,2.0,2013-10-08 18:54:00,2013-09-20 09:51:00,0,18.37708333333333,4
1,2,7,0.0,1.0,2013-10-03 08:42:00,2013-09-20 09:09:00,1,12.98125,4
1,7,2,0.0,1.0,2013-10-03 10:35:00,2013-09-20 12:53:00,0,12.904166666666667,3
11,5,6,0.0,1.0,2013-10-15 12:52:00,2013-09-20 16:33:00,0,24.846527777777773,3
1,4,2,0.0,2.0,2013-10-11 08:47:00,2013-09-20 11:19:00,1,20.89444444444445,2
1,6,8,0.0,1.0,2013-10-02 17:54:00,2013-09-20 13:47:00,0,12.171527777777778,4
1,2,4,0.0,2.0,2013-10-02 12:14:00,2013-09-20 15:08:00,0,11.879166666666665,3
3,1,0,0.0,1.0,2013-10-04 10:59:00,2013-09-20 16:01:00,0,13.790277777777776,4
11,4,4,0.0,4.0,2013-10-03 12:34:00,2013-09-20 16:52:00,1,12.820833333333333,3
1,8,17,0.0,1.0,2013-10-14 15:56:00,2013-09-23 10:23:00,0,21.23125,3
1,6,0,0.0,1.0,2013-10-01 13:13:00,2013-09-23 08:50:00,0,8.182638888888889,3
1,8,0,0.0,1.0,2013-10-08 09:20:00,2013-09-23 09:33:00,0,14.990972222222224,3
3,6,3,0.0,1.0,2013-10-04 13:21:00,2013-09-23 07:36:00,0,11.239583333333336,4
1,4,0,0.0,1.0,2013-10-01 12:21:00,2013-09-23 10:30:00,0,8.077083333333333,4
1,4,1,0.0,1.0,2013-10-01 10:22:00,2013-09-23 10:50:00,0,7.980555555555554,3
1,6,16,0.0,2.0,2013-10-18 10:38:00,2013-09-23 11:05:00,1,24.98125,4
1,7,0,0.0,1.0,2013-10-10 10:06:00,2013-09-23 11:43:00,0,16.932638888888892,3
1,4,1,0.0,1.0,2013-10-02 10:02:00,2013-09-23 09:08:00,0,9.0375,3
1,4,2,0.0,1.0,2013-10-01 10:29:00,2013-09-23 10:29:00,0,8.0,3
3,6,2,0.0,1.0,2013-10-17 10:41:00,2013-09-23 10:58:00,0,23.988194444444453,4
1,7,1,0.0,3.0,2013-10-18 09:59:00,2013-09-23 11:14:00,1,24.94791666666667,3
1,6,2,0.0,1.0,2013-10-02 13:11:00,2013-09-23 11:22:00,0,9.075694444444443,4
11,4,2,0.0,1.0,2013-10-02 10:04:00,2013-09-23 12:45:00,0,8.888194444444443,3
1,6,6,0.0,1.0,2013-10-01 08:50:00,2013-09-23 13:49:00,0,7.792361111111112,4
1,4,1,0.0,1.0,2013-10-08 13:19:00,2013-09-23 14:11:00,0,14.963888888888887,3
11,4,1,0.0,1.0,2013-10-02 10:03:00,2013-09-23 14:32:00,0,8.813194444444445,3
11,7,4,0.0,2.0,2013-11-08 11:19:00,2013-09-23 12:26:00,0,45.953472222222224,3
1,4,2,0.0,1.0,2013-10-31 13:18:00,2013-09-23 12:50:00,0,38.01944444444445,2
1,6,4,0.0,1.0,2014-02-12 09:10:00,2013-09-23 13:42:00,0,141.81111111111107,3
1,6,2,0.0,1.0,2013-10-03 13:14:00,2013-09-23 14:13:00,0,9.959027777777775,2
11,9,5,0.0,1.0,2013-10-08 08:59:00,2013-09-23 14:39:00,0,14.763888888888891,3
3,3,5,0.0,1.0,2013-10-25 08:41:00,2013-09-23 15:25:00,0,31.719444444444445,4
1,6,0,0.0,1.0,2013-10-02 14:13:00,2013-09-23 15:44:00,0,8.936805555555555,3
1,4,3,0.0,1.0,2013-10-23 14:05:00,2013-09-23 14:23:00,0,29.9875,3
1,4,0,0.0,1.0,2013-10-15 18:24:00,2013-09-23 15:44:00,0,22.11111111111111,4
1,6,5,0.0,1.0,2013-10-14 08:36:00,2013-09-23 16:08:00,0,20.68611111111111,3
1,4,6,0.0,2.0,2013-10-18 09:37:00,2013-09-23 16:13:00,1,24.725,4
1,4,0,0.0,2.0,2013-10-11 14:32:00,2013-09-23 16:33:00,1,17.915972222222226,4
1,4,2,0.0,1.0,2013-10-11 13:24:00,2013-09-23 14:54:00,0,17.9375,3
1,0,6,0.0,1.0,2013-10-02 10:12:00,2013-09-23 14:55:00,0,8.803472222222222,3
11,6,6,0.0,1.0,2013-10-01 15:15:00,2013-09-23 15:35:00,0,7.986111111111112,4
1,4,4,0.0,1.0,2013-10-10 13:31:00,2013-09-23 16:17:00,0,16.884722222222226,4
1,6,1,0.0,1.0,2013-10-02 10:38:00,2013-09-23 17:11:00,0,8.727083333333333,3
11,6,5,0.0,1.0,2013-10-02 16:28:00,2013-09-23 17:31:00,0,8.95625,3
1,4,1,0.0,288.0,2013-10-18 10:57:00,2013-09-24 09:26:00,1,24.063194444444445,3
1,4,1,0.0,1.0,2013-10-02 10:05:00,2013-09-23 16:33:00,0,8.730555555555558,3
3,1,1,0.0,1.0,2013-10-09 16:09:00,2013-09-23 16:36:00,0,15.98125,4
1,6,10,0.0,1.0,2013-10-08 13:58:00,2013-09-24 10:12:00,0,14.156944444444445,3
1,6,0,0.0,1.0,2013-10-14 10:49:00,2013-09-24 08:37:00,0,20.091666666666665,3
1,6,3,0.0,1.0,2013-10-03 16:13:00,2013-09-24 09:41:00,0,9.272222222222222,3
1,7,15,0.0,1.0,2013-10-01 15:27:00,2013-09-24 09:53:00,0,7.231944444444443,3
1,6,0,0.0,1.0,2013-10-01 10:10:00,2013-09-24 10:40:00,0,6.979166666666668,3
1,4,0,0.0,1.0,2013-10-01 12:16:00,2013-09-24 10:14:00,0,7.084722222222222,2
3,1,7,0.0,3.0,2013-12-09 12:51:00,2013-09-24 10:36:00,1,76.09375,4
1,6,8,0.0,1.0,2013-10-25 07:00:00,2013-09-24 10:51:00,0,30.83958333333333,4
1,4,3,0.0,1.0,2013-10-02 10:14:00,2013-09-24 14:12:00,0,7.834722222222222,3
1,4,7,0.0,1.0,2013-10-03 14:12:00,2013-09-24 14:30:00,0,8.9875,4
11,4,5,0.0,2.0,2013-10-14 10:50:00,2013-09-24 14:53:00,0,19.83125,3
1,0,4,0.0,1.0,2013-10-03 18:26:00,2013-09-24 15:02:00,0,9.141666666666667,4
1,4,5,0.0,1.0,2013-11-04 12:01:00,2013-09-24 15:52:00,0,40.83958333333333,3
1,1,4,0.0,2.0,2013-10-03 15:16:00,2013-09-24 16:05:00,1,8.965972222222222,3
1,2,0,0.0,1.0,2013-10-07 11:13:00,2013-09-24 10:54:00,0,13.013194444444444,4
11,4,3,0.0,1.0,2013-10-01 10:56:00,2013-09-24 11:26:00,0,6.979166666666668,4
1,7,0,0.0,1.0,2013-10-09 10:37:00,2013-09-24 12:24:00,0,14.925694444444444,3
3,6,10,0.0,1.0,2013-11-05 10:10:00,2013-09-24 13:16:00,0,41.87083333333333,4
1,6,0,2.0,1.0,2013-11-06 11:11:00,2013-09-24 13:57:00,0,42.884722222222216,3
1,6,0,0.0,1.0,2013-10-02 09:51:00,2013-09-24 14:03:00,0,7.825,3
1,4,8,0.0,1.0,2013-10-22 08:12:00,2013-09-24 14:15:00,0,27.747916666666665,4
1,3,2,0.0,1.0,2013-10-24 16:55:00,2013-09-24 14:42:00,0,30.09236111111111,3
4,7,4,0.0,1.0,2013-10-03 07:59:00,2013-09-24 11:03:00,0,8.872222222222222,3
1,4,0,0.0,1.0,2013-10-09 09:54:00,2013-09-24 11:23:00,0,14.938194444444445,3
1,6,17,0.0,3.0,2013-10-17 10:33:00,2013-09-24 11:29:00,0,22.961111111111112,3
1,7,2,0.0,1.0,2013-11-26 09:26:00,2013-09-24 12:43:00,0,62.86319444444445,3
3,6,2,0.0,1.0,2013-10-04 08:06:00,2013-09-24 13:21:00,0,9.78125,3
1,4,4,0.0,1.0,2013-10-07 12:46:00,2013-09-24 13:26:00,0,12.972222222222221,3
11,4,6,0.0,2.0,2013-10-03 13:15:00,2013-09-24 11:33:00,1,9.070833333333333,3
1,6,6,0.0,1.0,2013-10-02 10:53:00,2013-09-24 11:38:00,0,7.96875,4
1,4,2,0.0,1.0,2013-11-05 08:36:00,2013-09-24 12:12:00,0,41.85,3
1,7,8,0.0,3.0,2013-10-15 15:35:00,2013-09-24 12:57:00,1,21.109722222222217,3
1,4,0,0.0,1.0,2013-10-08 10:05:00,2013-09-24 14:01:00,0,13.836111111111109,2
1,4,3,0.0,1.0,2013-10-04 12:14:00,2013-09-24 14:39:00,0,9.899305555555557,3
1,6,5,0.0,1.0,2013-10-14 13:03:00,2013-09-24 13:38:00,0,19.975694444444443,3
1,4,2,0.0,1.0,2013-10-04 07:57:00,2013-09-24 13:39:00,0,9.7625,3
1,7,1,0.0,1.0,2013-10-18 10:40:00,2013-09-24 13:48:00,0,23.869444444444447,3
1,8,4,0.0,1.0,2013-10-01 12:52:00,2013-09-24 14:36:00,0,6.927777777777778,3
3,1,8,0.0,1.0,2013-10-10 10:20:00,2013-09-24 15:56:00,0,15.766666666666667,4
1,6,2,0.0,1.0,2013-10-15 16:35:00,2013-09-24 15:29:00,0,21.045833333333334,3
1,0,2,0.0,1.0,2013-10-17 15:02:00,2013-09-24 15:39:00,0,22.97430555555556,2
1,4,2,0.0,1.0,2013-10-16 10:56:00,2013-09-24 16:08:00,0,21.78333333333333,4
1,6,0,0.0,1.0,2013-10-28 14:23:00,2013-09-24 16:12:00,0,33.924305555555556,2
1,6,1,0.0,1.0,2013-10-03 18:20:00,2013-09-24 16:18:00,0,9.084722222222222,4
1,6,1,0.0,3.0,2013-10-22 09:03:00,2013-09-24 17:28:00,0,27.649305555555557,3
1,4,2,0.0,1.0,2013-10-09 09:31:00,2013-09-24 17:35:00,0,14.663888888888891,4
1,6,7,0.0,1.0,2013-10-11 12:44:00,2013-09-24 15:35:00,0,16.88125,3
11,6,3,0.0,1.0,2013-10-07 14:24:00,2013-09-24 15:44:00,0,12.944444444444445,3
3,1,0,0.0,3.0,2013-10-01 12:19:00,2013-09-24 15:59:00,1,6.847222222222222,4
3,4,7,0.0,2.0,2013-10-15 14:24:00,2013-09-24 16:33:00,0,20.910416666666666,4
1,6,1,0.0,1.0,2013-10-02 10:11:00,2013-09-24 16:42:00,0,7.728472222222222,3
1,6,1,0.0,1.0,2013-10-02 10:12:00,2013-09-24 16:46:00,0,7.726388888888889,3
1,4,1,0.0,1.0,2013-10-02 10:13:00,2013-09-24 16:46:00,0,7.727083333333334,3
1,4,1,0.0,1.0,2013-10-02 11:45:00,2013-09-25 08:05:00,0,7.152777777777778,4
1,4,2,0.0,1.0,2013-10-01 12:32:00,2013-09-25 09:24:00,1,6.130555555555556,3
1,6,4,0.0,1.0,2013-10-21 13:08:00,2013-09-25 10:13:00,0,26.121527777777782,3
1,6,0,0.0,1.0,2013-10-04 15:24:00,2013-09-25 08:48:00,0,9.275,4
11,0,1,0.0,1.0,2013-10-02 10:36:00,2013-09-25 09:14:00,0,7.0569444444444445,4
1,6,0,0.0,1.0,2013-10-03 13:11:00,2013-09-25 09:55:00,0,8.136111111111111,3
1,3,2,0.0,1.0,2013-10-14 14:48:00,2013-09-25 10:02:00,0,19.198611111111113,3
11,7,1,0.0,1.0,2013-10-16 10:19:00,2013-09-25 10:11:00,0,21.00555555555556,3
1,0,0,0.0,1.0,2013-10-04 09:22:00,2013-09-25 10:15:00,0,8.963194444444444,3
1,6,8,0.0,1.0,2013-10-09 16:55:00,2013-09-25 11:36:00,0,14.221527777777776,2
1,6,2,0.0,5.0,2013-10-10 12:26:00,2013-09-25 09:42:00,0,15.113888888888885,3
1,4,2,0.0,2.0,2013-10-02 15:13:00,2013-09-25 09:58:00,1,7.21875,3
1,4,6,0.0,1.0,2013-10-17 07:32:00,2013-09-25 10:37:00,0,21.871527777777782,3
1,6,1,0.0,1.0,2013-10-03 13:07:00,2013-09-25 10:51:00,0,8.094444444444445,4
1,4,4,0.0,2.0,2013-10-08 12:23:00,2013-09-25 11:26:00,1,13.039583333333333,2
3,1,2,0.0,1.0,2013-10-04 13:03:00,2013-09-25 11:33:00,0,9.0625,4
1,9,2,0.0,1.0,2013-10-04 12:10:00,2013-09-25 12:04:00,0,9.004166666666666,4
1,4,2,0.0,1.0,2013-10-14 10:29:00,2013-09-25 12:55:00,0,18.898611111111116,3
1,6,4,0.0,1.0,2013-10-01 12:29:00,2013-09-25 10:26:00,0,6.085416666666666,2
1,9,0,0.0,2.0,2013-10-02 15:15:00,2013-09-25 10:50:00,0,7.184027777777778,3
1,9,0,0.0,1.0,2013-10-02 15:17:00,2013-09-25 10:50:00,0,7.185416666666668,4
1,6,0,0.0,1.0,2013-10-10 10:43:00,2013-09-25 11:10:00,0,14.98125,3
1,7,10,0.0,1.0,2013-10-15 14:21:00,2013-09-25 11:39:00,0,20.1125,3
11,6,1,0.0,1.0,2013-10-07 11:23:00,2013-09-25 11:47:00,0,11.983333333333333,3
1,2,13,0.0,1.0,2013-11-13 12:33:00,2013-09-25 12:25:00,0,49.005555555555546,3
1,6,0,0.0,1.0,2013-10-02 15:58:00,2013-09-25 14:37:00,0,7.05625,3
1,6,3,0.0,1.0,2013-10-02 14:29:00,2013-09-25 15:25:00,0,6.961111111111111,3
1,4,4,0.0,1.0,2013-11-12 15:21:00,2013-09-25 14:01:00,0,48.055555555555564,2
1,4,2,0.0,1.0,2013-10-03 09:22:00,2013-09-25 14:16:00,0,7.7958333333333325,4
1,4,2,0.0,1.0,2013-11-12 15:23:00,2013-09-25 16:35:00,0,47.95,3
11,0,1,0.0,2.0,2013-10-17 16:31:00,2013-09-25 13:40:00,1,22.11875,3
1,5,1,0.0,1.0,2013-10-02 12:32:00,2013-09-25 13:43:00,0,6.950694444444443,4
1,4,1,0.0,1.0,2013-10-02 09:22:00,2013-09-25 14:08:00,0,6.801388888888888,2
1,4,0,0.0,1.0,2013-10-10 13:37:00,2013-09-25 14:29:00,0,14.963888888888887,3
